,AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,Year
448,111-50-10690,Fish Creek,7/22/17,"Started early in the morning (7;45) low tide at the mouth of the creek and worked our way up. Survey quality is excellent with clear water.  Lots of prespawn chum, also a few moldy chum seen.   ",58.3372683,-134.6093498,,58.32589813,-134.5669749,,NA,NA,,2786.915178,450,Chum Salmon,674,5,NA,679,4,4,100,4,4,0,2017
449,111-50-10690,Fish Creek,7/24/17,Survey Quality: GOOD. Started survey at low tide and worked upstream. More chum observed in creek today with increasing mold seen on chum throughout creek.  Water levels were slightly higher than previous surveys and brownish water coloring made distinguishing chums from pinks difficult.  Overcast weather all day.,58.33727846,-134.6089638,,58.3263276,-134.566795,,NA,NA,,2755.160298,450,Chum Salmon,1194,16,NA,1210,15,8,53.33,15,8,7,2017
450,111-50-10690,Fish Creek,7/26/17,"SURVEY QUALITY: EXCELLENT.  Started survey at low tide around 9 a.m. Light rain persisted most of the sampling period, but we would not let that dampen our spirits. The water level of the creek was normal and the water clarity was clear, allowing us to clearly identify chum salmon throughout the creek.  The number of total fish and moldy fish continue to rise with each visit.",58.33797664,-134.609694,,58.32654271,-134.5701022,,NA,NA,,2646.086799,450,Chum Salmon,1272,44,NA,1316,47,20,44.44,45,20,25,2017
451,111-50-10690,Fish Creek,7/28/17,"SURVEY QUALITY: FAIR.  Started survey near tidal flat at low tide and worked upstream.  Water level higher than normal and brown-ish in color, which made spotting chums and crossing creek difficult.  Overcast and light rain all day. Increasing number of total chums and spawned out fish as well. ",58.33606814,-134.606508,,58.3263177,-134.5699909,,NA,NA,,2399.264878,450,Chum Salmon,1524,59,NA,1583,44,17,40.48,42,17,25,2017
452,111-50-10690,Fish Creek,7/30/17,SURVEY QUALITY: EXCELLENT ,58.32848898,-134.5729325,,58.33553799,-134.605973,,NA,NA,,2088.839282,450,Chum Salmon,1591,166,NA,1757,112,47,44.76,105,47,58,2017
453,111-50-10690,Fish Creek,8/1/17,SURVEY QUALITY: EXCELLENT. Started survey at top and worked downstream towards tidal flat.  Saw slightly less total live chum in stream and increasing numbers of moldy and spawned out chum.  Most chum at this point have some mold on their body.  Water level normal and clarity clear.  Ultra sunny throughout day. Unknown pairing on tray #0000021783 Cell #7. One otolith from Cell 16 fell into Cell 7.,58.32864181,-134.5755414,,58.33541124,-134.6060819,,NA,NA,,1941.58849,450,Chum Salmon,1492,264,NA,1756,156,81,54,150,81,69,2017
454,111-50-10690,Fish Creek,8/3/17,"Started at top of trail, worked down toward low tide but did not finish to survey the tidal flat. Ended survey just downstream of footbridge and upstream of pond, due to time constrains. So many moldy fish! And flies! Where do they all come from? Can we tag the flies, perhaps?",58.32792887,-134.5753281,,58.33055021,-134.5947824,,NA,NA,,1176.609456,450,Chum Salmon,NA,277,NA,NA,214,108,50.7,213,108,105,2017
455,111-50-10690,Fish Creek,8/5/17,SURVEY QUALITY: EXCELLENT Started from the tidal flat at low tide and worked up to the foot bridge.  Got as many possible chum as we could in that area.  Super hot day.   Almost out of scale cards.  ,58.33723764,-134.6077383,,58.33060186,-134.5943904,,NA,NA,,1075.975138,450,Chum Salmon,115,289,NA,404,175,105,62.13,169,105,64,2017
456,111-50-10690,Fish Creek,8/7/17,SURVEY QUALITY: EXCELLENT start at valhala 9:25,58.32834056,-134.5761801,,58.32913969,-134.5814617,,NA,NA,,321.9930152,450,Chum Salmon,160,431,NA,591,288,171,59.58,287,171,116,2017
457,111-50-10690,Fish Creek,8/9/17,begin ds major braid. no counts.,58.32913242,-134.5823879,,58.32873553,-134.5883873,,NA,NA,,354.2709437,450,Chum Salmon,NA,464,NA,NA,288,176,61.97,284,176,108,2017
458,111-50-10690,Fish Creek,8/12/17,SURVEY QUALITY: EXCELLENT started survey at tidal flat. uncertain pairing tray #0000021834 cells #19 and #20.,58.33650092,-134.6071622,,58.33047959,-134.5921376,,NA,NA,,1106.575511,450,Chum Salmon,27,496,NA,523,240,136,57.63,236,136,100,2017
459,111-50-10690,Fish Creek,8/14/17,SURVEY QUALITY: FAIR start at foot bridge,58.33069261,-134.593879,,58.32823702,-134.576419,,NA,NA,,1058.894067,450,Chum Salmon,14,239,NA,253,98,52,58.43,89,52,37,2017
460,111-50-10690,Fish Creek,8/15/17,SURVEY QUALITY: GOOD start at tidal flat and surveyed up 200m downstream of footbridge.,58.33618853,-134.6065574,,58.33093281,-134.5981988,,NA,NA,,763.1949526,450,Chum Salmon,3,316,NA,319,95,50,59.52,84,50,34,2017
461,111-50-10690,Fish Creek,8/17/17,SURVEY QUALITY: POOR Water levels extremely high and creek is flooding. starting survey at the pond.,58.33042126,-134.5997909,,58.31896816,-134.5607151,,NA,NA,,2621.09461,450,Chum Salmon,6,1,NA,7,1,1,100,1,1,0,2017
462,111-50-10690,Fish Creek,8/20/17,start at tide flat.no scales taken from fish # 17-30 in tray #0000023199,58.33747337,-134.6083451,,58.33001464,-134.5898234,,NA,NA,,1366.561939,450,Chum Salmon,NA,111,NA,NA,111,68,62.39,109,68,41,2017
463,111-50-10690,Fish Creek,8/22/17,SURVEY QUALITY: POOR creek is very high. strting at tide flat.low tide.,58.33708836,-134.6071214,,58.32849424,-134.5771507,,NA,NA,,1999.769455,450,Chum Salmon,5,106,NA,111,37,21,58.33,36,21,15,2017
464,111-50-10690,Fish Creek,7/20/18,SURVEY QUALITY: EXCELLENT ,58.32831943,-134.5761499,,58.33655,-134.607423,,NA,NA,,2048.663798,450,Chum Salmon,266,6,NA,272,6,2,33.33,6,2,4,2018
465,111-50-10690,Fish Creek,7/22/18,"SURVEY QUALITY: EXCELLENT Hot, sunny, start time 10:35",58.32768399,-134.5725677,,58.33603753,-134.6068876,,NA,NA,,2215.474738,450,Chum Salmon,370,7,NA,377,7,1,14.29,7,1,6,2018
466,111-50-10690,Fish Creek,7/24/18,SURVEY QUALITY: GOOD ,58.32843976,-134.5761944,@Valhalla,58.3365655,-134.607691,,NA,NA,,2055.206099,450,Chum Salmon,347,8,NA,355,8,4,57.14,7,4,3,2018
467,111-50-10690,Fish Creek,7/26/18,"SURVEY QUALITY: POOR water very murky, hard to see fish.",58.337827,-134.609257,,58.32869281,-134.5775669,,NA,NA,,2116.984432,450,Chum Salmon,237,12,NA,249,12,4,33.33,12,4,8,2018
468,111-50-10690,Fish Creek,7/28/18,"SURVEY QUALITY: GOOD good conditions,  water has cleared up from last survey.",58.33823023,-134.6097291,,58.32842245,-134.5762615,,NA,NA,,2244.410793,450,Chum Salmon,307,36,NA,343,31,7,23.33,30,7,23,2018
469,111-50-10690,Fish Creek,7/31/18,Excellent,58.33810207,-134.6097267,,58.32919603,-134.5778818,,NA,NA,,2112.875989,450,Chum Salmon,195,102,NA,297,96,13,14.13,92,13,79,2018
470,111-50-10690,Fish Creek,8/2/18,Survey Quality: EXCELLENT,58.33805003,-134.6095882,,58.32848479,-134.5764259,,58.32783547,-134.5730313,,2215.690356,450,Chum Salmon,281,205,NA,486,119,12,10.43,115,12,103,2018
471,111-50-10690,Fish Creek,8/4/18,SURVEY QUALITY: EXCELLENT ,58.33368875,-134.6023143,,58.32848608,-134.5765314,,58.32766707,-134.5722128,,1617.862852,450,Chum Salmon,286,209,NA,495,89,5,6.17,81,5,76,2018
472,111-50-10690,Fish Creek,8/6/18,"lives counts by Molly, excellent conditionsScale card 60 rows 4 and 5 are unsure pairings.",58.3283436,-134.5764766,,58.3363464,-134.6066689,,NA,NA,,1980.695818,450,Chum Salmon,274,272,NA,546,87,18,21.43,84,18,66,2018
473,111-50-10690,Fish Creek,8/8/18,"SURVEY QUALITY: POOR Highest level water has been on fish creek. Strong current; LaRyssa on measuring, Justin lives, Jesse Pinks",58.32842763,-134.5763762,,58.3343141,-134.604368,,NA,NA,,1766.130374,450,Chum Salmon,189,93,NA,282,43,4,9.76,41,4,37,2018
474,111-50-10690,Fish Creek,8/10/18,"SURVEY QUALITY: GOOD 7am start, low tide approx 7am higher water than normal, slightly murky",58.33731988,-134.6083434,,58.32840546,-134.5767103,,NA,NA,,2102.405311,450,Chum Salmon,311,86,NA,397,46,8,18.18,44,8,36,2018
475,111-50-10690,Fish Creek,8/12/18,"Survey Quality: EXCELLENTNOTE: Cell 48 has 4 otoliths in it, 2 of them are from 40 and were placed in 48 on accident. We left them in 48 to make it as un-confusing as possible for the MTA Lab. We apologize for the inconvencience",58.33632044,-134.6129431,,58.32841677,-134.5763805,,NA,NA,,2315.833582,450,Chum Salmon,290,182,NA,472,102,36,45.57,79,36,43,2018
476,111-50-10690,Fish Creek,8/14/18,SURVEY QUALITY: FAIR high waters. surveyed up to the bridge then hiked up to Valhalla to survey down to the bridge. ,58.33820536,-134.6091843,creek mouth,58.32840951,-134.5769257,valhala,NA,NA,,2182.152233,450,Chum Salmon,217,100,NA,317,53,33,62.26,53,33,20,2018
477,111-50-10690,Fish Creek,8/16/18,"SURVEY QUALITY: EXCELLENT surveyed from mouth up to pedestrian bridge, then from Valhalla down to pedestrian bridge. Did an extent survey ~300yds upstream of Valhalla, saw no chum, only kings. Clear, low water. live counts by L. Nelson.",58.33797405,-134.6096843,,58.32849084,-134.5765393,Valhalla ,58.32786576,-134.5735625,pool 300yd up from Valhalla ,2210.423297,450,Chum Salmon,136,190,NA,326,100,65,67.01,97,65,32,2018
478,111-50-10690,Fish Creek,8/18/18,SURVEY QUALITY: EXCELLENT ,58.32837385,-134.5759671,,58.33753476,-134.6088849,,NA,NA,,2181.737088,450,Chum Salmon,118,204,NA,322,87,61,70.93,86,61,25,2018
479,111-50-10690,Fish Creek,8/20/18,SURVEY QUALITY: EXCELLENT ,58.32841323,-134.5762355,,58.33472231,-134.6050519,,NA,NA,,1828.630474,450,Chum Salmon,65,204,NA,269,51,32,65.31,49,32,17,2018
480,111-50-10690,Fish Creek,8/22/18,Excellent survey qualityStarted at the top and walked down stream. Higher tide at the end so we could not go all the way to the end of the stream. ,58.32861344,-134.5763728,,58.33430491,-134.6043817,,NA,NA,,1759.108885,450,Chum Salmon,18,259,NA,277,49,28,63.64,44,28,16,2018
481,111-50-10690,Fish Creek,8/24/18,"SURVEY QUALITY: EXCELLENT LaRyssa did live counts, water was high in intertidal",58.32871113,-134.5762092,,58.33412585,-134.6038246,,NA,NA,,1726.622662,450,Chum Salmon,21,215,NA,236,23,8,38.1,21,8,13,2018
482,111-50-10690,Fish Creek,8/26/18,Excellent Survey conditionsSurveyed tidal flats up to walking bridge and then surveyed down from Valhala to walking bridge. ,58.33745881,-134.6086641,,58.32834218,-134.5762089,,NA,NA,,2155.495705,450,Chum Salmon,7,97,NA,104,8,3,37.5,8,3,5,2018
483,111-50-10690,Fish Creek,7/20/19,SURVEY QUALITY: EXCELLENT start at valhallaadd long value from notebookTwo crews met at middle of the stream,58.3285182,-134.5761503,,58.33492,-134.60559,,58.32855411,-134.5882027,,1866.310763,450,Chum Salmon,19,0,NA,19,0,NA,NA,NA,NA,NA,2019
484,111-50-10690,Fish Creek,7/23/19,SURVEY QUALITY: EXCELLENT. Started at low tide (intertidal). Water level is low. Went up past valhalla but no fish observed ,58.33738018,-134.6083656,,58.32835289,-134.5760494,,58.327886,-134.5747453,,2143.631338,450,Chum Salmon,36,0,NA,36,0,NA,NA,NA,NA,NA,2019
485,111-50-10690,Fish Creek,7/25/19,SURVEY QUALITY: EXCELLENT start at valhallasaw a black bearchums pushed up into stream,58.32831425,-134.575962,,58.33753603,-134.6079092,,NA,NA,,2134.899695,450,Chum Salmon,200,1,NA,201,1,0,0,1,0,1,2019
486,111-50-10690,Fish Creek,7/27/19,"SURVEY QUALITY: EXCELLENT Started at valhalla intertidal was murky, unable to get count here",58.32836303,-134.5761565,,58.33604339,-134.6071968,,NA,NA,,2009.641515,450,Chum Salmon,435,1,NA,436,1,0,0,1,0,1,2019
487,111-50-10690,Fish Creek,7/29/19,"SURVEY QUALITY: EXCELLENT early AM start, more fish seen pushing up in intertidal than in previous surveys ",58.33729359,-134.6083962,,58.3283894,-134.5760907,,58.32797892,-134.5753297,,2136.680616,450,Chum Salmon,675,6,NA,681,7,2,28.57,7,2,5,2019
488,111-50-10690,Fish Creek,7/31/19,SURVEY QUALITY: EXCELLENT Started at intertidal Two jaws collected but unsure of species,58.33730668,-134.6084055,,58.3283966,-134.5761321,,58.33662767,-134.611899,tide flats,2135.31832,450,Chum Salmon,901,38,NA,939,48,9,20.93,43,9,34,2019
489,111-50-10690,Fish Creek,8/2/19,SURVEY QUALITY: EXCELLENT Started at intertidal ,58.3378577,-134.6090029,,58.32834659,-134.5762179,,NA,NA,,2193.428211,450,Chum Salmon,945,104,NA,1049,82,15,20,75,15,60,2019
490,111-50-10690,Fish Creek,8/4/19,"SURVEY QUALITY: EXCELLENT started at intertidal, finished survey in PA5 did not make it to valhalla ",58.33753311,-134.6085321,,58.32893297,-134.579053,,NA,NA,,1974.841351,450,Chum Salmon,728,221,NA,949,152,24,16,150,24,126,2019
491,111-50-10690,Fish Creek,8/6/19,SURVEY QUALITY: EXCELLENT started at valhalla 9:07am. finished processing at 7:09pm ,58.32838588,-134.576094,,58.32916551,-134.5849147,,NA,NA,,524.0496491,450,Chum Salmon,393,292,NA,685,208,40,19.8,202,40,162,2019
492,111-50-10690,Fish Creek,8/9/19,SURVEY QUALITY: EXCELLENT many rotten fish. water flow is low,58.32930537,-134.5823668,,58.32831165,-134.5875608,,NA,NA,,323.8167988,450,Chum Salmon,58,385,NA,443,263,50,19.38,258,50,208,2019
493,111-50-10690,Fish Creek,8/11/19,"SURVEY QUALITY: EXCELLENT almost all samples are very rotten, water flow remains low ",58.3290028,-134.5852728,,58.33067041,-134.5926055,,NA,NA,,468.0459188,450,Chum Salmon,34,333,NA,367,177,36,21.18,170,36,134,2019
494,111-50-10690,Fish Creek,8/13/19,SURVEY QUALITY: EXCELLENT start above car bridgeend just below king pond ,58.32980763,-134.5911629,,58.33107719,-134.6001097,,NA,NA,,542.9046868,450,Chum Salmon,21,334,NA,355,226,55,26.57,207,55,152,2019
495,111-50-10690,Fish Creek,8/15/19,SURVEY QUALITY: EXCELLENT start at mouthend at large log jam before last braid,58.33732792,-134.6085075,,58.32895598,-134.5792905,,NA,NA,,1949.142538,450,Chum Salmon,36,854,NA,890,157,31,23.48,132,31,101,2019
496,111-50-10690,Fish Creek,8/17/19,"SURVEY QUALITY: FAIR water flow drastically higher today, water somewhat muddy ",58.32826902,-134.57605,,58.3291007,-134.5778941,,NA,NA,,142.3194467,450,Chum Salmon,13,184,NA,197,139,17,14.41,118,17,101,2019
497,111-50-10690,Fish Creek,8/20/19,"SURVEY QUALITY: EXCELLENT few samples, very rotten mostly ",58.33692555,-134.6081302,,58.32825514,-134.5761155,,NA,NA,,2109.570998,450,Chum Salmon,7,654,NA,661,114,19,22.09,86,19,67,2019
498,111-50-10690,Fish Creek,8/22/19,"start at intertidal, work upstream at low tide kings are starting to push upSURVEY QUALITY: GOOD",58.33673406,-134.607707,,58.32842564,-134.5759763,,NA,NA,,2076.513404,450,Chum Salmon,13,595,NA,608,38,5,22.73,22,5,17,2019
499,111-50-10690,Fish Creek,8/24/19,"SURVEY QUALITY: POOR start Valhalla, work down streamwater height was high due to rain. had to walk on the trail at some points since stream was impassable. ended survey after footbridge due to poor survey quality. Skipped two sections of the stream due to high flows, first section was 58.328887, -134.577580 until 58.197466, -134.348931, second section was 58.431914, -134.567974 until 58.330107, -134.591951. ",58.32852542,-134.5761188,,58.33075268,-134.5954436,,NA,NA,,1159.067543,450,Chum Salmon,2,155,NA,157,9,1,25,4,1,3,2019
500,111-50-10690,Fish Creek,8/26/19,"SURVEY QUALITY: GOOD start at valhalla, work down stream.good water clarity, some spots too high to cross for samples",58.32839273,-134.5762965,,58.33415468,-134.6036199,,NA,NA,,1724.621466,450,Chum Salmon,11,238,NA,249,12,4,50,8,4,4,2019
501,115-20-10520,Sawmill Creek,7/21/17,"SURVEY QUALITY: EXCELLENT. High tide around noon and low tide around 1800; started survey at about 1400 and finished at abour 1600. Tried hiking from the end of the road to Sawmill Creek instead of launching the boat at Echo Cove. The hike was do-able with a bit of bush whacking. It takes about an hour. Weather was mostly cloudy, no rain, broken clouds and some blue sky in the afternoon. Water was clear and cold. Saw some bear signs. ",58.7163153,-134.9386984,,58.71649068,-134.9446431,,NA,NA,,345.030082,450,Chum Salmon,518,0,NA,518,0,NA,NA,NA,NA,NA,2017
502,115-20-10520,Sawmill Creek,7/23/17,SURVEY QUALITY: EXCELLENT Started at low tide early in the morning and worked our way up Sawmill.  A lot of prespawn chum being seen.  Also a lot of bear activity so gonna have to be watchful here pretty soon.,58.7179236,-134.9458926,,58.71627524,-134.9391278,,NA,NA,,432.8647768,450,Chum Salmon,601,6,NA,607,7,2,33.33,6,2,4,2017
503,115-20-10520,Sawmill Creek,7/25/17,SURVEY QUALITY: GOOD Started at bottom of sawmill at low tide and worked our way up.  Did not have any pfd's so had to walk the trail and beach to mouth again.  A lot of chum still moving up stream. ,58.71869293,-134.9460713,,58.71643533,-134.9382341,,NA,NA,,519.1079295,450,Chum Salmon,889,10,NA,899,8,1,12.5,8,1,7,2017
504,115-20-10520,Sawmill Creek,7/27/17,"SURVEY QUALITY: EXCELLENT. Started survey on tidal flat at low tide.  Water level slightly higher than normal but water clarity was not affected and clear.  More pre-spawn chum seen today than in previous visits, with increase numbers of moldy looking chums. Overcast throughout the day with light rain sprinkled in around noon. ",58.71932626,-134.9459373,,58.71639238,-134.9391638,,NA,NA,,510.7343212,450,Chum Salmon,1004,26,NA,1030,24,11,52.38,21,11,10,2017
505,115-20-10520,Sawmill Creek,7/29/17,"Survey quality was good.  A lot of dying, spawned out fish now.",58.71859389,-134.9462046,,58.71665668,-134.9389669,,NA,NA,,471.6473698,450,Chum Salmon,1174,99,NA,1273,75,19,25.68,74,19,55,2017
506,115-20-10520,Sawmill Creek,7/31/17,"SURVEY QUALITY: EXCELLENT started at the waterfall heading ds. Beautiful, sunny day. Calm winds and good visibility. Had a visit from USCG Airsta Sitka. Saw a group of people hiking up the stream. Lots of bear sign still on Sawmill Creek. Water levels were lower than on 29 July. Uncertain DNA for tray: 21780 cells: 24, 32.",58.71660041,-134.9390768,,58.71799595,-134.9451593,,NA,NA,,385.2100942,450,Chum Salmon,1125,135,NA,1260,97,32,32.99,97,32,65,2017
507,115-20-10520,Sawmill Creek,8/2/17,"SURVEY QUALITY: EXCELLENT Started at the waterfall and worked downstream. Beautiful day, started off broken clouds, calm winds. Cloud cover increased throughout the day but winds remained light. The working boat was a welcome change. Looks as if a new wave of Pink salmon is moving into the mouth of the stream. Lots of bear sign, including baby bear tracks. No bear sightings.",58.71623119,-134.9389416,,58.71813193,-134.9448693,,NA,NA,,403.4983829,450,Chum Salmon,965,486,NA,1451,136,48,35.29,136,48,88,2017
508,115-20-10520,Sawmill Creek,8/4/17,began at low tide heading upstream During survery tray #0000021797 was upside down according to slit corner of tray.  Sticker did mark front of tray. On 8/24/2017 the data was fixed so that the tray can fit into the jig and the data corresponds to the appropriate cell numbers.  The notes for the alternate tissues could not be assigned to their corrected cell numbers.,58.71839669,-134.9444339,,58.71663852,-134.9388647,,NA,NA,,377.489109,450,Chum Salmon,NA,462,NA,NA,234,74,31.9,232,74,158,2017
509,115-20-10520,Sawmill Creek,8/6/17,start low tide at mouth of creek and surveyed only half of creek. sunny day. creek somewhat dry. ran out of scale cards. beginning with sample 45 on tray 0000021806 there are no associated scale cards for the samples.,58.71809031,-134.9445166,,58.71414695,-134.9425099,,NA,NA,,454.3820116,450,Chum Salmon,215,438,NA,653,235,57,24.68,231,57,174,2017
